Name,Gender,Relationship,Age,City,Sector,Income,Needs,Expenses,Saving
Nidhi Rani Jain,Female,Unmarried,21-25,Ranchi,Private,1307060,653530,392118,261412
Harsh Narayan Srivastava,Male,Divorced,26-35,Jaipur,Public,986356,493178,295906,197272
Ritu Kumari Malhotra,Female,Unmarried,36-50,Meerut,Public,669263,468088,145845,55330
Anurag Narayan Gupta,Male,Unmarried,26-35,Agra,Public,1041157,520578,312347,208232
Pankhuri Devi Bhatia,Female,Single,36-50,Ghaziabad,Private,1300502,650251,390150,260101
Aastha Shree Chopra,Female,Unmarried,21-25,Agra,Public,923528,461764,277058,184706
Aashi Bala Mishra,Female,Single,51-60,Delhi,Business,1273414,636707,382024,254683
Ananya Bala Chauhan,Female,Single,51-60,Varanasi,Business,1113022,762147,239854,111021
Alok Kumar Saxena,Male,Unmarried,21-25,Gurgaon,Public,1319948,659974,395984,263990
Sneha Rani Rawat,Female,Married,21-25,Bhopal,Private,635731,317865,190719,127147
Alok Nath Suri,Male,Married,51-60,Dehradun,Public,1128031,564015,338409,225607
Tanvi Shree Khanna,Female,Divorced,21-25,Gurgaon,Business,787520,393760,236256,157504
Arjun Prasad Mahajan,Male,Married,51-60,Delhi,Private,1037147,518573,311144,207430
Babita Shree Chopra,Female,Married,26-35,Agra,Government,847731,423865,254319,169547
Saurabh Mohan Duggal,Male,Divorced,51-60,Lucknow,Business,1484572,742286,445371,296915
Anurag Nath Malhotra,Male,Unmarried,21-25,Chandigarh,Government,1025606,512803,307681,205122
Kajal Rani Bhatia,Female,Divorced,21-25,Delhi,Government,714138,357069,214241,142828
Simran Rani Tripathi,Female,Single,21-25,Ghaziabad,Business,518200,259100,155460,103640
Radhika Bala Saxena,Female,Single,51-60,Ghaziabad,Public,1239470,619735,371841,247894
Dinesh Dev Mahajan,Male,Married,36-50,Meerut,Government,753757,376878,226127,150752
Saurabh Prasad Sharma,Male,Single,26-35,Delhi,Government,642164,321082,192649,128433
Aakarsh Kumar Verma,Male,Unmarried,26-35,Meerut,Business,1423728,711864,427118,284746
Gaurav Dev Wadhwa,Male,Single,51-60,Agra,Private,1137413,568706,341223,227484
Aakarsh Chandra Goel,Male,Unmarried,21-25,Noida,Business,762388,381194,228716,152478
Sumit Prasad Pandey,Male,Single,51-60,Ranchi,Private,900291,450145,270087,180059
Sandeep Prasad Aggarwal,Male,Married,36-50,Patna,Government,1215477,607738,364643,243096
Anjali Rani Arora,Female,Unmarried,21-25,Meerut,Private,640461,320230,192138,128093
Kiran Kumari Chopra,Female,Single,51-60,Prayagraj,Government,642991,321495,192897,128599
Radhika Kumari Bansal,Female,Divorced,36-50,Gurgaon,Public,1453666,1015251,376424,61991
Pankhuri Kumari Yadav,Female,Single,26-35,Delhi,Private,1156158,578079,346847,231232
Siddharth Kumar Mittal,Male,Divorced,36-50,Gurgaon,Public,747584,373792,224275,149517
Payal Bala Chhabra,Female,Divorced,26-35,Chandigarh,Government,850665,425332,255199,170134
Madhu Devi Rawat,Female,Divorced,51-60,Jaipur,Government,1217858,608929,365357,243572
Pallavi Shree Tripathi,Female,Unmarried,26-35,Ghaziabad,Private,861323,430661,258396,172266
Vivek Narayan Mathur,Male,Married,26-35,Aligarh,Private,726826,363413,218047,145366
Ajay Narayan Negi,Male,Divorced,21-25,Kanpur,Public,1193723,596861,358116,238746
Arjun Mohan Duggal,Male,Divorced,36-50,Chandigarh,Private,854154,427077,256246,170831
Madhu Bala Mishra,Female,Married,26-35,Patna,Business,741119,370559,222335,148225
Aakarsh Mohan Joshi,Male,Married,36-50,Varanasi,Public,891355,445677,267406,178272
Aaditya Kumar Luthra,Male,Divorced,21-25,Gurgaon,Government,1486926,1041593,320727,124606
Aakarsh Chandra Mathur,Male,Unmarried,26-35,Noida,Public,998251,689116,213754,95381
Payal Devi Gupta,Female,Single,21-25,Chandigarh,Public,890024,445012,267007,178005
Sakshi Rani Mishra,Female,Single,36-50,Chandigarh,Business,1354331,926952,306595,120784
Deepak Mohan Verma,Male,Divorced,26-35,Agra,Public,466992,233496,140097,93399
Rahul Narayan Mahajan,Male,Unmarried,36-50,Gurgaon,Private,459325,229662,137797,91866
Rohit Narayan Saxena,Male,Married,51-60,Varanasi,Public,383158,191579,114947,76632
Ajay Nath Yadav,Male,Single,51-60,Kanpur,Public,702948,351474,210884,140590
Sneha Bala Mehra,Female,Single,26-35,Lucknow,Private,1178940,589470,353682,235788
Naveen Narayan Negi,Male,Married,21-25,Aligarh,Government,1029479,514739,308843,205897
Preeti Shree Mittal,Female,Married,36-50,Agra,Public,717440,358720,215232,143488
Amit Narayan Joshi,Male,Divorced,26-35,Indore,Public,826847,568311,209318,49218
Yash Mohan Saxena,Male,Married,21-25,Lucknow,Business,1012379,506189,303713,202477
Rekha Rani Goyal,Female,Married,21-25,Ghaziabad,Government,1296736,648368,389020,259348
Amit Mohan Joshi,Male,Unmarried,51-60,Ranchi,Government,1355551,677775,406665,271111
Arjun Narayan Pandey,Male,Divorced,26-35,Indore,Public,808055,404027,242416,161612
Kajal Bala Duggal,Female,Divorced,21-25,Gurgaon,Private,1321015,660507,396304,264204
Vivek Narayan Thakur,Male,Married,26-35,Prayagraj,Private,1114973,557486,334491,222996
Varun Nath Saxena,Male,Single,21-25,Indore,Public,414234,207117,124270,82847
Ravi Dev Mishra,Male,Single,26-35,Kanpur,Business,872704,436352,261811,174541
Ananya Rani Rawat,Female,Divorced,26-35,Kanpur,Government,642165,321082,192649,128434
Manish Mohan Saxena,Male,Divorced,26-35,Ghaziabad,Private,432450,216225,129735,86490
Vikas Narayan Mittal,Male,Unmarried,51-60,Indore,Business,1275634,911919,299810,63905
Jyoti Bala Seth,Female,Married,26-35,Kanpur,Government,1492462,746231,447738,298493
Ritesh Dev Arora,Male,Unmarried,21-25,Ghaziabad,Public,1339722,669861,401916,267945
Akhil Lal Jain,Male,Married,26-35,Aligarh,Public,397198,198599,119159,79440
Gaurav Prasad Suri,Male,Single,51-60,Kanpur,Public,881385,440692,264415,176278
Akhil Lal Kapoor,Male,Unmarried,51-60,Chandigarh,Government,1251527,625763,375458,250306
Vinod Prasad Bhardwaj,Male,Married,36-50,Chandigarh,Government,679274,339637,203782,135855
Geeta Bala Chopra,Female,Single,36-50,Ghaziabad,Government,390861,195430,117258,78173
Ajay Nath Aggarwal,Male,Single,36-50,Aligarh,Business,1426400,713200,427920,285280
Ashish Lal Joshi,Male,Unmarried,51-60,Kanpur,Private,620318,310159,186095,124064
Sanjay Chandra Mahajan,Male,Single,26-35,Patna,Government,449942,224971,134982,89989
Amit Chandra Luthra,Male,Unmarried,26-35,Varanasi,Business,1297486,648743,389245,259498
Saurabh Lal Suri,Male,Unmarried,26-35,Delhi,Private,430292,215146,129087,86059
Neha Shree Aggarwal,Female,Unmarried,36-50,Prayagraj,Public,919830,459915,275949,183966
Rohit Lal Bhardwaj,Male,Unmarried,21-25,Patna,Private,1043935,521967,313180,208788
Kavita Kumari Aggarwal,Female,Single,51-60,Bhopal,Private,413199,206599,123959,82641
Pranav Mohan Luthra,Male,Divorced,51-60,Bhopal,Public,609979,417630,150408,41941
Sachin Dev Mahajan,Male,Single,26-35,Prayagraj,Government,990782,495391,297234,198157
Manish Prasad Aggarwal,Male,Married,36-50,Jaipur,Government,883178,441589,264953,176636
Pooja Bala Pandey,Female,Divorced,21-25,Patna,Public,389552,194776,116865,77911
Vinod Dev Tandon,Male,Divorced,21-25,Delhi,Business,903445,451722,271033,180690
Shruti Rani Goyal,Female,Married,21-25,Gurgaon,Business,958488,479244,287546,191698
Yash Narayan Chhabra,Male,Divorced,51-60,Dehradun,Private,549195,274597,164758,109840
Siddharth Narayan Aggarwal,Male,Unmarried,21-25,Lucknow,Business,1215859,607929,364757,243173
Sandeep Lal Aggarwal,Male,Single,36-50,Delhi,Business,551101,275550,165330,110221
Mohit Nath Singh,Male,Divorced,51-60,Gurgaon,Private,388080,194040,116424,77616
Ravi Prasad Tripathi,Male,Married,26-35,Chandigarh,Business,606207,303103,181862,121242
Rohit Lal Singh,Male,Unmarried,26-35,Lucknow,Government,685119,342559,205535,137025
Vivek Prasad Srivastava,Male,Unmarried,51-60,Ranchi,Business,1030268,515134,309080,206054
Ritesh Prasad Goel,Male,Married,36-50,Noida,Business,842855,421427,252856,168572
Kavita Bala Goel,Female,Divorced,26-35,Chandigarh,Private,1392167,696083,417650,278434
Priya Devi Tripathi,Female,Single,21-25,Ghaziabad,Government,1113641,556820,334092,222729
Rakesh Nath Chopra,Male,Unmarried,36-50,Chandigarh,Public,1041246,520623,312373,208250
Pallavi Kumari Suri,Female,Divorced,51-60,Aligarh,Private,730794,365397,219238,146159
Ritesh Narayan Mittal,Male,Single,26-35,Ghaziabad,Public,1192773,596386,357831,238556
Meenal Rani Saxena,Female,Single,26-35,Delhi,Business,929569,464784,278870,185915
Rakesh Prasad Goyal,Male,Single,51-60,Gurgaon,Public,1102341,551170,330702,220469
Shruti Bala Chauhan,Female,Married,26-35,Kanpur,Private,491362,245681,147408,98273
Ritu Rani Mehra,Female,Married,36-50,Indore,Private,1121701,560850,336510,224341
Rohit Mohan Yadav,Male,Married,36-50,Patna,Public,444781,222390,133434,88957
Rakesh Lal Malhotra,Male,Divorced,51-60,Ghaziabad,Government,1023553,511776,307065,204712
Saurabh Kumar Goel,Male,Divorced,26-35,Delhi,Business,745034,372517,223510,149007
Rahul Nath Gupta,Male,Divorced,51-60,Lucknow,Public,1044908,522454,313472,208982
Rohit Chandra Bhardwaj,Male,Married,21-25,Ghaziabad,Public,874527,437263,262358,174906
Mukesh Lal Bhatia,Male,Married,51-60,Noida,Government,351179,175589,105353,70237
Shubham Kumar Suri,Male,Unmarried,26-35,Gurgaon,Private,1081131,540565,324339,216227
Nisha Bala Gupta,Female,Divorced,51-60,Noida,Government,772403,386201,231720,154482
Namrata Shree Duggal,Female,Unmarried,36-50,Ranchi,Public,1427973,713986,428391,285596
Sachin Dev Mehra,Male,Unmarried,26-35,Delhi,Public,497530,248765,149259,99506
Aashi Shree Chauhan,Female,Divorced,21-25,Gurgaon,Private,938803,469401,281640,187762
Manish Nath Yadav,Male,Unmarried,51-60,Gurgaon,Business,1354880,677440,406464,270976
Sunita Devi Aggarwal,Female,Single,26-35,Prayagraj,Public,1176167,588083,352850,235234
Rakesh Chandra Bhatia,Male,Married,26-35,Meerut,Business,1484565,742282,445369,296914
Anurag Mohan Verma,Male,Divorced,21-25,Aligarh,Business,1423955,711977,427186,284792
Gaurav Dev Jain,Male,Divorced,51-60,Varanasi,Government,842520,421260,252756,168504
Naresh Narayan Chauhan,Male,Single,51-60,Varanasi,Public,367936,183968,110380,73588
Shubham Nath Gupta,Male,Married,36-50,Chandigarh,Public,946780,473390,284034,189356
Arjun Kumar Chopra,Male,Married,36-50,Gurgaon,Government,879847,439923,263954,175970
Rohit Dev Mehra,Male,Divorced,26-35,Patna,Private,1297701,648850,389310,259541
Rachna Shree Chauhan,Female,Married,36-50,Varanasi,Business,1158664,579332,347599,231733
Naresh Chandra Tandon,Male,Married,21-25,Bhopal,Government,1297754,648877,389326,259551
Rohit Dev Tandon,Male,Unmarried,36-50,Meerut,Private,893404,446702,268021,178681
Rakesh Mohan Duggal,Male,Married,21-25,Ranchi,Public,1431553,715776,429465,286312
Anurag Nath Chhabra,Male,Married,51-60,Meerut,Private,1113099,556549,333929,222621
Pankaj Kumar Goel,Male,Married,51-60,Aligarh,Government,1392031,696015,417609,278407
Rohit Prasad Bhatia,Male,Divorced,36-50,Prayagraj,Business,1143597,571798,343079,228720
Mukesh Prasad Goel,Male,Divorced,26-35,Noida,Public,431669,215834,129500,86335
Babita Rani Tripathi,Female,Divorced,51-60,Bhopal,Government,555230,277615,166569,111046
Alok Kumar Singh,Male,Married,21-25,Delhi,Public,755390,377695,226617,151078
Ashish Mohan Srivastava,Male,Unmarried,51-60,Kanpur,Private,1415061,707530,424518,283013
Mukesh Prasad Luthra,Male,Unmarried,36-50,Dehradun,Government,750026,375013,225007,150006
Ritesh Narayan Chauhan,Male,Unmarried,51-60,Chandigarh,Private,845549,606501,154764,84284
Geeta Rani Singh,Female,Single,26-35,Varanasi,Government,1048415,524207,314524,209684
Geeta Rani Bansal,Female,Divorced,36-50,Prayagraj,Private,639919,319959,191975,127985
Pooja Rani Bansal,Female,Unmarried,36-50,Chandigarh,Government,1311755,655877,393526,262352
Babita Shree Srivastava,Female,Divorced,26-35,Jaipur,Government,947150,473575,284145,189430
Anurag Mohan Tripathi,Male,Unmarried,26-35,Varanasi,Business,745050,372525,223515,149010
Vivek Dev Mishra,Male,Divorced,21-25,Dehradun,Public,1360977,680488,408293,272196
Aarushi Kumari Sharma,Female,Single,26-35,Indore,Business,1041513,520756,312453,208304
Ajeet Kumar Pandey,Male,Married,51-60,Noida,Private,1122054,561027,336616,224411
Isha Shree Arora,Female,Single,51-60,Gurgaon,Public,427065,213532,128119,85414
Harsh Chandra Sharma,Male,Single,26-35,Patna,Business,877384,438692,263215,175477
Jyoti Shree Khanna,Female,Married,36-50,Agra,Public,906728,453364,272018,181346
Abhishek Dev Agarwal,Male,Unmarried,21-25,Aligarh,Private,583113,291556,174933,116624
Aashi Bala Yadav,Female,Unmarried,51-60,Delhi,Public,545546,272773,163663,109110
Sandeep Kumar Chopra,Male,Single,51-60,Bhopal,Government,1031422,515711,309426,206285
Kusum Bala Singh,Female,Unmarried,26-35,Aligarh,Private,672586,336293,201775,134518
Aastha Rani Verma,Female,Married,51-60,Dehradun,Business,405395,202697,121618,81080
Vikas Narayan Rawat,Male,Married,26-35,Delhi,Business,1229223,614611,368766,245846
Manish Narayan Goyal,Male,Married,36-50,Chandigarh,Business,1127998,563999,338399,225600
Priya Kumari Srivastava,Female,Unmarried,51-60,Prayagraj,Business,457070,228535,137121,91414
Preeti Bala Pandey,Female,Single,51-60,Agra,Public,1249057,624528,374717,249812
Vikas Chandra Arora,Male,Married,26-35,Varanasi,Private,1480225,740112,444067,296046
Yash Prasad Goyal,Male,Divorced,26-35,Noida,Business,1373742,686871,412122,274749
Priya Rani Verma,Female,Single,21-25,Meerut,Private,1212055,842925,261235,107895
Pranav Prasad Saxena,Male,Divorced,51-60,Lucknow,Public,862117,431058,258635,172424
Aarav Mohan Bhatia,Male,Unmarried,26-35,Lucknow,Government,386431,193215,115929,77287
Ishita Rani Saxena,Female,Married,36-50,Delhi,Public,1281392,640696,384417,256279
Radhika Shree Malhotra,Female,Divorced,21-25,Patna,Public,568488,284244,170546,113698
Aarushi Kumari Bhardwaj,Female,Single,36-50,Gurgaon,Private,399822,199911,119946,79965
Preeti Shree Srivastava,Female,Single,26-35,Prayagraj,Business,431102,215551,129330,86221
Sneha Kumari Duggal,Female,Single,51-60,Patna,Public,998730,499365,299619,199746
Pooja Shree Bansal,Female,Single,51-60,Kanpur,Government,693072,346536,207921,138615
Jyoti Rani Bansal,Female,Unmarried,26-35,Ghaziabad,Private,756087,378043,226826,151218
Payal Shree Pandey,Female,Unmarried,21-25,Delhi,Business,1142565,571282,342769,228514
Pankhuri Bala Duggal,Female,Single,51-60,Ghaziabad,Private,820456,410228,246136,164092
Aakanksha Rani Tandon,Female,Divorced,21-25,Noida,Private,713512,356756,214053,142703
Vikas Nath Agarwal,Male,Unmarried,51-60,Ranchi,Business,654753,327376,196425,130952
Ravi Narayan Seth,Male,Divorced,21-25,Chandigarh,Business,731327,365663,219398,146266
Siddharth Mohan Seth,Male,Divorced,51-60,Kanpur,Private,1029792,514896,308937,205959
Kavita Bala Malhotra,Female,Divorced,26-35,Lucknow,Private,480315,240157,144094,96064
Radhika Kumari Srivastava,Female,Single,21-25,Kanpur,Public,1437484,718742,431245,287497
Arjun Narayan Rawat,Male,Married,36-50,Patna,Public,461182,230591,138354,92237
Aadarsh Prasad Wadhwa,Male,Married,26-35,Jaipur,Public,1116875,558437,335062,223376
Payal Shree Mathur,Female,Single,51-60,Delhi,Public,1206375,603187,361912,241276
Pankaj Mohan Duggal,Male,Divorced,26-35,Jaipur,Business,906310,453155,271893,181262
Madhu Shree Mehra,Female,Married,51-60,Prayagraj,Public,720952,360476,216285,144191
Aarushi Devi Seth,Female,Married,51-60,Agra,Business,1326803,663401,398040,265362
Kapil Nath Aggarwal,Male,Divorced,21-25,Jaipur,Public,379557,189778,113867,75912
Kapil Dev Mehra,Male,Divorced,51-60,Ranchi,Government,1017062,508531,305118,203413
Rahul Mohan Tandon,Male,Single,26-35,Meerut,Public,1260114,630057,378034,252023
Ritesh Lal Mahajan,Male,Married,26-35,Bhopal,Government,671185,335592,201355,134238
Priya Bala Aggarwal,Female,Unmarried,51-60,Ghaziabad,Public,635906,317953,190771,127182
Ashish Mohan Seth,Male,Single,51-60,Delhi,Government,889298,444649,266789,177860
Gaurav Nath Chauhan,Male,Unmarried,51-60,Ghaziabad,Public,1066387,533193,319916,213278
Preeti Devi Bhatia,Female,Married,51-60,Bhopal,Government,419783,286823,96558,36402
Shubham Dev Mathur,Male,Single,51-60,Bhopal,Business,772082,386041,231624,154417
Nidhi Bala Wadhwa,Female,Married,21-25,Lucknow,Public,1339750,669875,401925,267950
Swati Devi Bhardwaj,Female,Unmarried,21-25,Kanpur,Business,1448271,724135,434481,289655
Sandeep Lal Chopra,Male,Married,26-35,Indore,Business,630045,315022,189013,126010
Karan Kumar Sharma,Male,Divorced,21-25,Ghaziabad,Government,524495,262247,157348,104900
Pankaj Lal Jain,Male,Single,51-60,Delhi,Government,898806,449403,269641,179762
Shubham Kumar Arora,Male,Single,51-60,Agra,Government,1338348,669174,401504,267670
Kapil Mohan Thakur,Male,Unmarried,21-25,Agra,Public,1119694,559847,335908,223939
Anurag Prasad Mishra,Male,Single,51-60,Dehradun,Government,566972,283486,170091,113395
Aarohi Bala Srivastava,Female,Unmarried,26-35,Patna,Business,947649,473824,284294,189531
Suman Shree Arora,Female,Divorced,51-60,Lucknow,Business,1278271,639135,383481,255655
Vivek Dev Mahajan,Male,Single,21-25,Chandigarh,Government,1214621,607310,364386,242925
Karan Dev Mishra,Male,Single,21-25,Noida,Public,542079,271039,162623,108417
Ankit Narayan Yadav,Male,Single,51-60,Aligarh,Business,456946,228473,137083,91390
Rashmi Rani Luthra,Female,Unmarried,21-25,Indore,Government,408881,204440,122664,81777
Pooja Devi Mahajan,Female,Married,36-50,Agra,Private,661631,330815,198489,132327
Pankaj Lal Kapoor,Male,Unmarried,21-25,Ghaziabad,Government,831597,415798,249479,166320
Rajesh Prasad Seth,Male,Divorced,36-50,Agra,Business,711021,355510,213306,142205
Ravi Nath Yadav,Male,Married,26-35,Patna,Business,1316183,658091,394854,263238
Ravi Chandra Goyal,Male,Married,36-50,Kanpur,Business,1296455,648227,388936,259292
Alok Dev Joshi,Male,Divorced,36-50,Kanpur,Government,667399,333699,200219,133481
Vandana Devi Yadav,Female,Single,51-60,Dehradun,Government,939888,469944,281966,187978
Rakesh Dev Jain,Male,Unmarried,51-60,Dehradun,Government,1082371,541185,324711,216475
Rahul Kumar Jain,Male,Single,26-35,Varanasi,Public,1118371,559185,335511,223675
Ishita Shree Verma,Female,Divorced,51-60,Bhopal,Public,831861,415930,249558,166373
Rakesh Nath Seth,Male,Single,51-60,Delhi,Business,1145492,572746,343647,229099
Aakanksha Devi Chauhan,Female,Divorced,21-25,Ranchi,Business,1070382,535191,321114,214077
Nisha Rani Thakur,Female,Married,36-50,Bhopal,Government,447363,223681,134208,89474
Aarushi Devi Saxena,Female,Married,21-25,Meerut,Government,926784,463392,278035,185357
Manish Dev Bajaj,Male,Married,51-60,Kanpur,Business,793419,396709,238025,158685
Hemant Mohan Suri,Male,Married,51-60,Jaipur,Business,444650,222325,133395,88930
